geocoded_address,geocoded_city,geocoded_state,geocoded_zipcode,geocoded_latitude,geocoded_longitude
21689,2824 Blue Brick Dr,Nashville,TN,37214,-86.65582,36.165154
21690,2843 Blue Brick Dr,Nashville,TN,37214,-86.65619,36.164238
21691,2924 Sinbad Dr,Nashville,TN,37214,-86.65465,36.161976
21692,2934 Sinbad Dr,Nashville,TN,37214,-86.65428,36.162006
21693,755 Kent Rd,Nashville,TN,37214,-86.66239,36.156837
21694,758 Kent Rd,Nashville,TN,37214,-86.662415,36.156788
21695,3028 Whitland Crossing Dr,Nashville,TN,37214,-86.66773,36.154457
21696,3072 Whitland Crossing Dr,Nashville,TN,37214,-86.66809,36.153847
21697,3055 Whitland Crossing Dr,Nashville,TN,37214,-86.66835,36.15417
21698,617 Cottonwood Dr,Nashville,TN,37214,-86.6562,36.158924
21699,2931 Dunmore Dr,Nashville,TN,37214,-86.65734,36.15494
21700,418 Stewarts Ferry Pike,Nashville,TN,37214,-86.64277,36.159496
21701,2845 Twin Lawn Dr,Nashville,TN,37214,-86.65996,36.152225
21702,3272 Niagara Ct,Nashville,TN,37214,-86.63811,36.15164
21703,1040 Riverwood Village Blvd,Hermitage,TN,37076,-86.61777,36.168156
21704,1121 Riverbirch Way,Hermitage,TN,37076,-86.62064,36.169098
21705,1310 Riverbrook Dr,Hermitage,TN,37076,-86.61842,36.169113
21706,310 Mapleton Aly,Hermitage,TN,37076,-86.61584,36.16813
21707,,,,,,
21708,,,,,,
21709,,,,,,
21710,1427 Riverbrook Dr,Hermitage,TN,37076,-86.616615,36.169147
21711,,,,,,
21712,,,,,,
21713,,,,,,
21714,,,,,,
21715,,,,,,
21716,,,,,,
21717,,,,,,
21718,,,,,,
21719,,,,,,
21720,,,,,,
21721,,,,,,
21722,,,,,,
21723,,,,,,
21724,,,,,,
21725,,,,,,
21726,,,,,,
21727,,,,,,
21728,,,,,,
21729,,,,,,
21730,,,,,,
21731,,,,,,
21732,,,,,,
21733,,,,,,
21734,,,,,,
21735,,,,,,
21736,,,,,,
21737,541 Lockwood Dr,Nashville,TN,37214,-86.67169,36.14539
21738,935 Shauna Dr,Nashville,TN,37214,-86.66038,36.14739
21739,713 Ortega Rd,Nashville,TN,37214,-86.632675,36.152214
21740,3310 Percy Priest Dr,Nashville,TN,37214,-86.6355,36.150784
21741,,,,,,
21742,5172 Bay Overlook Dr,Hermitage,TN,37076,-86.590836,36.150417
21743,5122 Hunters Point Ln,Hermitage,TN,37076,-86.5832,36.162376
21744,713 Hallcrest Ct,Hermitage,TN,37076,-86.58139,36.163803
21745,5759 S New Hope Rd,Hermitage,TN,37076,-86.58569,36.15911
21746,1552 Goldfinch Cir,Hermitage,TN,37076,-86.57214,36.15832
21747,3178 Earhart Rd,Hermitage,TN,37076,-86.56946,36.165424
21748,1009 Larkwood Dr,Hermitage,TN,37076,-86.575264,36.159058
21749,1221 Chickadee Cir,Hermitage,TN,37076,-86.57616,36.16112
21750,1008 Larkwood Dr,Hermitage,TN,37076,-86.5754,36.159706
21751,1152 Chickadee Cir,Hermitage,TN,37076,-86.57488,36.162094
21752,1150 Chickadee Cir,Hermitage,TN,37076,-86.57484,36.162045
21753,1144 Chickadee Cir,Hermitage,TN,37076,-86.57468,36.16192
21754,1128 Chickadee Cir,Hermitage,TN,37076,-86.574486,36.1615
21755,5512 Regatta Blvd,Hermitage,TN,37076,-86.58812,36.155872
21756,216 Cadey Cove,Hermitage,TN,37076,-86.585434,36.150482
21757,1404 Johns Meadows Cove,Hermitage,TN,37076,-86.57664,36.149036
21758,3821 Leona Pass,Hermitage,TN,37076,-86.57277,36.149487
21759,140 Five Oaks Dr,Nashville,TN,37217,-86.70821,36.137493
21760,878 Kipling Dr,Nashville,TN,37217,-86.70211,36.130455
21761,1212 Thompson Pl,Nashville,TN,37217,-86.70366,36.127285
21762,1286 Massman Dr,Nashville,TN,37217,-86.70011,36.131435
21763,1104 Cabana Dr,Nashville,TN,37214,-86.64148,36.145046
21764,904 Fitzpatrick Rd,Nashville,TN,37214,-86.63208,36.14595
21765,920 Norwalk Dr,Nashville,TN,37214,-86.63406,36.146698
21766,1065 Fitzpatrick Rd,Nashville,TN,37214,-86.6354,36.146717
21767,900 Patio Dr,Nashville,TN,37214,-86.64134,36.14196
21768,134 N Timber Dr,Nashville,TN,37214,-86.64022,36.139828
21769,3145 E Lake Dr,Nashville,TN,37214,-86.638695,36.13981
21770,1200 Reelfoot Cir,Nashville,TN,37214,-86.63039,36.136562
21771,1516 Elm Run Ct,Nashville,TN,37214,-86.63499,36.13591
21772,1328 Quail Valley Rd,Nashville,TN,37214,-86.63804,36.137127
21773,104 Windwood Cir,Nashville,TN,37214,-86.63636,36.131676
21774,2513 Janalyn Trce,Hermitage,TN,37076,-86.5888,36.14681
21775,3535 Bell Rd,Nashville,TN,37214,-86.62669,36.143322
21776,1479 Stewarts Ferry Pike,Hermitage,TN,37076,-86.58938,36.144135
21777,3545 Earhart Rd,Mt Juliet,TN,37122,-86.5698,36.144844
21778,2608 Lakeside Meadows Dr,Mt Juliet,TN,37122,-86.56697,36.144405
21779,2729 Alvin Sperry Pass,Mt Juliet,TN,37122,-86.56561,36.144283
21780,,,,,,
21781,717 Greymont Dr,Nashville,TN,37217,-86.71373,36.119884
21782,736 Cameo Dr,Nashville,TN,37211,-86.716675,36.115303
21783,711 Drummond Dr,Nashville,TN,37211,-86.71734,36.11428
21784,739 Carlyle Pl,Nashville,TN,37211,-86.71567,36.11158
21785,1308 Winthorne Dr,Nashville,TN,37217,-86.701385,36.115257
21786,1316 Saturn Dr,Nashville,TN,37217,-86.70031,36.120106
21787,1242 Currey Rd,Nashville,TN,37217,-86.70022,36.104942
21788,2117 Branch Oak Trl,Nashville,TN,37214,-86.61866,36.12076
21789,,,,,,
21790,4001 Anderson Rd,Nashville,TN,37217,-86.60218,36.106567
21791,514 Catalina Dr,Nashville,TN,37217,-86.70217,36.104492
21792,721 Long Hunter Ct,Nashville,TN,37217,-86.63836,36.095776
21793,857 Long Hunter Ct,Nashville,TN,37217,-86.63902,36.095253
21794,,,,,,
21795,,,,,,
21796,,,,,,
21797,132 Nashboro Greens,Nashville,TN,37217,-86.64118,36.09249
21798,,,,,,
21799,2642 Nashboro Blvd,Nashville,TN,37217,-86.63424,36.093365
21800,705 Rocky Mountain Ct,Antioch,TN,37013,-86.65559,36.08474
21801,2424 Ravine Dr,Nashville,TN,37217,-86.63866,36.084034
21802,698 Flintlock Ct,Nashville,TN,37217,-86.63621,36.086483
21803,3856 Lake Aire Dr,Nashville,TN,37217,-86.60486,36.10007
21804,4000 Anderson Rd,Nashville,TN,37217,-86.603966,36.102676
21805,3880 W Priest Lake Dr,Nashville,TN,37217,-86.60593,36.102158
21806,3021 Harbor Lights Dr,Nashville,TN,37217,-86.6313,36.095245
21807,224 Clearlake Dr W,Nashville,TN,37217,-86.60997,36.09873
21808,3810 W Priest Lake Dr,Nashville,TN,37217,-86.609116,36.097507
21809,136 Clearlake Dr E,Nashville,TN,37217,-86.60752,36.09693
21810,2775 Smith Springs Rd,Nashville,TN,37217,-86.61459,36.089092
21811,3522 Wood Bridge Dr,Nashville,TN,37217,-86.61131,36.093655
21812,516 Bluewater Dr,Nashville,TN,37217,-86.61664,36.084915
21813,325 Starboard Ct,Nashville,TN,37217,-86.610405,36.08501
21814,707 Holder Dr,Nashville,TN,37217,-86.61314,36.08414
21815,212 Overby Dr,Antioch,TN,37013,-86.687126,36.07537
21816,4432 Dowdy Dr,Antioch,TN,37013,-86.673615,36.071754
21817,4706 Lori Dr,Antioch,TN,37013,-86.67797,36.06792
21818,853 Richards Rd,Antioch,TN,37013,-86.67609,36.06861
21819,2133 Mullen Cir,Nashville,TN,37217,-86.6679,36.079
21820,113 Aileen Ct,Antioch,TN,37013,-86.65514,36.081245
21821,881 Bishopsgate Rd,Antioch,TN,37013,-86.66003,36.08163
21822,925 Strand Fleet Dr,Antioch,TN,37013,-86.65889,36.08204
21823,2444 Broadview Dr,Nashville,TN,37217,-86.6442,36.080856
21824,2937 Split Oak Trl,Antioch,TN,37013,-86.65171,36.077904
21825,5125 Pebble Creek Dr,Antioch,TN,37013,-86.651695,36.071136
21826,308 Rural Hill Ct,Nashville,TN,37217,-86.63713,36.07773
21827,5113 Countryside Dr,Antioch,TN,37013,-86.65865,36.071037
21828,1417 Rice Hill Cir,Antioch,TN,37013,-86.64108,36.06532
21829,1228 Twin Circle Dr,Nashville,TN,37217,-86.62878,36.07344
21830,1120 Twin Circle Dr,Nashville,TN,37217,-86.62653,36.073154
21831,3012 High Rigger Dr,Nashville,TN,37217,-86.61038,36.079826
21832,2961 Nautilus Dr,Nashville,TN,37217,-86.609474,36.08231
21833,3504 New Windsor Ct,Antioch,TN,37013,-86.599976,36.082645
21834,2926 Sheana Way,Antioch,TN,37013,-86.60353,36.08091
21835,2924 Sheana Way,Antioch,TN,37013,-86.60352,36.08092
21836,401 Safford View Dr,Antioch,TN,37013,-86.62145,36.074963
21837,352 Cedarcliff Rd,Antioch,TN,37013,-86.62255,36.07268
21838,2977 Brantley Dr,Antioch,TN,37013,-86.61718,36.075104
21839,3237 Country Lawn Dr,Antioch,TN,37013,-86.60244,36.074535
21840,3264 Towne Village Rd,Antioch,TN,37013,-86.601616,36.07161
21841,3304 Oak Trees Ct,Antioch,TN,37013,-86.60855,36.07487
21842,3412 Towne Village Rd,Antioch,TN,37013,-86.601135,36.07485
21843,3452 Daisy Trl,Antioch,TN,37013,-86.59778,36.077015
21844,2988 Owendale Dr,Antioch,TN,37013,-86.624214,36.069145
21845,3312 New Towne Rd,Antioch,TN,37013,-86.60492,36.071487
21846,4544 Hamilton Ln,Antioch,TN,37013,-86.61375,36.06627
21847,4540 Hamilton Ln,Antioch,TN,37013,-86.613785,36.066093
21848,4557 Hamilton Ln,Antioch,TN,37013,-86.6138,36.06606
21849,4561 Hamilton Ln,Antioch,TN,37013,-86.613785,36.066128
21850,4565 Hamilton Ln,Antioch,TN,37013,-86.61378,36.0662
21851,4569 Hamilton Ln,Antioch,TN,37013,-86.61376,36.06627
21852,4573 Hamilton Ln,Antioch,TN,37013,-86.61375,36.06634
21853,4577 Hamilton Ln,Antioch,TN,37013,-86.61373,36.06641
21854,4581 Hamilton Ln,Antioch,TN,37013,-86.613716,36.066483
21855,4585 Hamilton Ln,Antioch,TN,37013,-86.6137,36.06655
21856,4584 Hamilton Ln,Antioch,TN,37013,-86.61342,36.068054
21857,4580 Hamilton Ln,Antioch,TN,37013,-86.61345,36.0679
21858,4576 Hamilton Ln,Antioch,TN,37013,-86.61348,36.06775
21859,4572 Hamilton Ln,Antioch,TN,37013,-86.613495,36.067596
21860,4568 Hamilton Ln,Antioch,TN,37013,-86.61352,36.06744
21861,3204 Newington Cove,Antioch,TN,37013,-86.58683,36.082626
21862,5512 Dory Dr,Antioch,TN,37013,-86.58263,36.062897
21863,7504 W Winchester Dr,Antioch,TN,37013,-86.57832,36.06995
21864,7521 W Winchester Dr,Antioch,TN,37013,-86.57955,36.06939
21865,805 Winchester Close,Antioch,TN,37013,-86.57726,36.070385
21866,1104 S Hampton Close,Antioch,TN,37013,-86.57778,36.069218
21867,1612 London Gardens Ct,Antioch,TN,37013,-86.574936,36.070015
21868,7048 S Hampton Blvd,Antioch,TN,37013,-86.57772,36.067974
21869,7124 S Hampton Blvd,Antioch,TN,37013,-86.573845,36.067596
21870,7132 S Hampton Blvd,Antioch,TN,37013,-86.57354,36.067795
21871,4100 Highlander Ct,Antioch,TN,37013,-86.65944,36.0566
21872,4480 Winton Dr,Antioch,TN,37013,-86.65508,36.055794
21873,4844 Highlander Cv,Antioch,TN,37013,-86.65657,36.0592
21874,128 Took Dr,Antioch,TN,37013,-86.649864,36.05815
21875,,,,,,
21876,273 Took Dr,Antioch,TN,37013,-86.649315,36.062355
21877,1382 Rural Hill Rd,Antioch,TN,37013,-86.650505,36.056313
21878,3001 Hamilton Church Rd,Antioch,TN,37013,-86.63263,36.06101
21879,122 Beech Forge Dr,Antioch,TN,37013,-86.646416,36.045883
21880,514 Upsall Dr,Antioch,TN,37013,-86.64382,36.0471
21881,,,,,,
21882,,,,,,
21883,,,,,,
21884,515 Bradburn Village Cir,Antioch,TN,37013,-86.6124,36.052223
21885,121 Grovedale Trl,Antioch,TN,37013,-86.60667,36.051304
21886,253 Grovedale Trl,Antioch,TN,37013,-86.605545,36.054348
21887,112 Grovedale Trl,Antioch,TN,37013,-86.606155,36.050636
21888,,,,,,
21889,1421 Rockglade Run,Antioch,TN,37013,-86.60451,36.055103
21890,1429 Rockglade Run,Antioch,TN,37013,-86.60455,36.0551
21891,1433 Rockglade Run,Antioch,TN,37013,-86.604576,36.0551
21892,,,,,,
21893,108 Cedar Ash Ct,Antioch,TN,37013,-86.62621,36.044178
21894,3412 Cainbrook Crossing,Antioch,TN,37013,-86.6291,36.043102
21895,1610 Sprucedale Dr,Antioch,TN,37013,-86.613235,36.03586
21896,1616 Sprucedale Dr,Antioch,TN,37013,-86.61455,36.03509
21897,128 Sophie Dr,Antioch,TN,37013,-86.58234,36.035767
21898,5309 Flagstone Dr,Antioch,TN,37013,-86.57594,36.03679
21899,4480 Lavergne Couchville Pike,Antioch,TN,37013,-86.58822,36.03156
21900,4480 Lavergne Couchville Pike,Antioch,TN,37013,-86.58822,36.03156
21901,5004 Singing Hills Dr,Antioch,TN,37013,-86.58168,36.0331
21902,6025 Firelight Trl,Antioch,TN,37013,-86.58453,36.02911
21903,6209 Rocky Top Dr,Antioch,TN,37013,-86.58195,36.031876
21904,5104 Brookstone Ct,Antioch,TN,37013,-86.58533,36.027294
21905,4745 Rockland Trl,Antioch,TN,37013,-86.58569,36.032967
21906,607 Garfield St,Nashville,TN,37208,-86.79451,36.181366
21907,527 Garfield St,Nashville,TN,37208,-86.79336,36.181866
21908,529 Garfield St,Nashville,TN,37208,-86.79337,36.18186
21909,531 Garfield St,Nashville,TN,37208,-86.79338,36.181858
21910,533 Garfield St,Nashville,TN,37208,-86.793396,36.18185
21911,535 Garfield St,Nashville,TN,37208,-86.79341,36.181847
21912,1411 10Th Ave N,Nashville,TN,37208,-86.79641,36.175415
21913,1410 Rosa L Parks Blvd,Nashville,TN,37208,-86.79475,36.1782
21914,1506 Arthur Ave,Nashville,TN,37208,-86.79852,36.17551
21915,,,,,,
21916,,,,,,
21917,,,,,,
21918,,,,,,
21919,,,,,,
21920,,,,,,
21921,,,,,,
21922,,,,,,
21923,,,,,,
21924,,,,,,
21925,,,,,,
21926,,,,,,
21927,,,,,,
21928,,,,,,
21929,,,,,,
21930,,,,,,
21931,,,,,,
21932,,,,,,
21933,,,,,,
21934,1046 Scovel St,Nashville,TN,37208,-86.79684,36.173058
21935,1729 4Th Ave S,Nashville,TN,37210,-86.76039,36.136093
21936,,,,,,
21937,1500 4Th Ave N,Nashville,TN,37208,-86.78942,36.179855
21938,1234 5Th Ave N,Nashville,TN,37208,-86.78841,36.175846
21939,419 Monroe St,Nashville,TN,37208,-86.78852,36.176968
21940,1415 4Th Ave N,Nashville,TN,37208,-86.78886,36.17897
21941,900 Jackson St,Nashville,TN,37208,-86.79165,36.17156
21942,1012 9Th Ave N,Nashville,TN,37208,-86.791306,36.17141
21943,730 4Th Ave N,Nashville,TN,37219,-86.78329,36.170383
21944,817 3Rd Ave N,Nashville,TN,37201,-86.78239,36.17141
21945,303 Criddle St,Nashville,TN,37219,-86.78295,36.17081
21946,303 Criddle St,Nashville,TN,37219,-86.78295,36.17081
21947,830 1St Ave N,Nashville,TN,37201,-86.78094,36.173344
21948,1030 1St Ave N,Nashville,TN,37201,-86.782005,36.174763
21949,180 9Th Ave N,Nashville,TN,37203,-86.78435,36.16105
21950,301 Demonbreun St,Nashville,TN,37201,-86.77469,36.159534
21951,301 Demonbreun St,Nashville,TN,37201,-86.77469,36.159534
21952,301 Demonbreun St,Nashville,TN,37201,-86.77469,36.159534
21953,301 Demonbreun St,Nashville,TN,37201,-86.77469,36.159534
21954,301 Demonbreun St,Nashville,TN,37201,-86.77469,36.159534
21955,555 Church St,Nashville,TN,37219,-86.78088,36.16288
21956,415 Church St,Nashville,TN,37219,-86.7791,36.163635
21957,415 Church St,Nashville,TN,37219,-86.7791,36.163635
21958,415 Church St,Nashville,TN,37219,-86.7791,36.163635
21959,429 2Nd Ave S,Nashville,TN,37201,-86.77241,36.15761
21960,320 11Th Ave N,Nashville,TN,37203,-86.78806,36.15911
21961,320 11Th Ave N,Nashville,TN,37203,-86.78806,36.15911
21962,600 12Th Ave S,Nashville,TN,37203,-86.78427,36.15156
21963,600 12Th Ave S,Nashville,TN,37203,-86.78427,36.15156
21964,600 12Th Ave S,Nashville,TN,37203,-86.78427,36.15156
21965,600 12Th Ave S,Nashville,TN,37203,-86.78427,36.15156
21966,600 12Th Ave S,Nashville,TN,37203,-86.78427,36.15156
21967,564 Whispering Hills Dr,Nashville,TN,37211,-86.72806,36.065605
21968,501 Northcrest Dr,Nashville,TN,37211,-86.72308,36.066757
21969,5016 Cherrywood Dr,Nashville,TN,37211,-86.72768,36.063095
21970,4910 Raywood Ln,Nashville,TN,37211,-86.714516,36.064896
21971,200 Lucky Dr,Nashville,TN,37211,-86.70545,36.077736
21972,3733 Hillbrook Ct,Nashville,TN,37211,-86.70597,36.07703
21973,279 Comroe Rd,Nashville,TN,37211,-86.70737,36.08106
21974,3800 Barlow Dr,Nashville,TN,37211,-86.7063,36.07183
21975,5001 Crosby Dr,Nashville,TN,37211,-86.70964,36.062485
21976,3964 Keeley Dr,Nashville,TN,37211,-86.69708,36.061832
21977,4700 Arapaho Bnd,Antioch,TN,37013,-86.684456,36.063675
21978,5329 Overton Rd,Nashville,TN,37220,-86.762955,36.056694
21979,559 Brentview Hills Dr,Nashville,TN,37220,-86.76184,36.05519
21980,471 Oakley Dr,Nashville,TN,37220,-86.75451,36.059498
21981,40 Abingdon Ct,Brentwood,TN,37027,-86.771164,36.046013
21982,71 Abingdon Ct,Brentwood,TN,37027,-86.771126,36.04683
21983,5766 Brentwood Trce,Brentwood,TN,37027,-86.77556,36.03991
21984,5805 Brentwood Trce,Brentwood,TN,37027,-86.77491,36.03892
21985,5610 Oakes Dr,Brentwood,TN,37027,-86.773506,36.0404
21986,921 Fireside Ct,Brentwood,TN,37027,-86.76037,36.041943
21987,305 Seven Springs Way,Brentwood,TN,37027,-86.76812,36.041817
21988,305 Seven Springs Way,Brentwood,TN,37027,-86.76812,36.041817
21989,5326 Edmondson Pike,Nashville,TN,37211,-86.74248,36.055813
21990,5212 Meta Cir,Nashville,TN,37211,-86.73388,36.05688
21991,5129 Meta Ct,Nashville,TN,37211,-86.735245,36.056763
21992,5116 Parishwood Ct,Nashville,TN,37211,-86.72247,36.05639
21993,5420 Bradfield Dr,Nashville,TN,37220,-86.74891,36.050224
21994,763 Huntington Pkwy,Nashville,TN,37211,-86.73977,36.050667
21995,1006 Ashmore Dr,Nashville,TN,37211,-86.737434,36.054165
21996,1057 Ashmore Dr,Nashville,TN,37211,-86.73689,36.055153
21997,1412 Beechgrove Way,Nashville,TN,37211,-86.73812,36.056396
21998,5104 Hilson Rd,Nashville,TN,37211,-86.73001,36.05414
21999,608 Tobylynn Cir,Nashville,TN,37211,-86.73017,36.049004
22000,387 Brewer Dr,Nashville,TN,37211,-86.71243,36.052967
22001,402 Hill Rd,Nashville,TN,37220,-86.74723,36.045723
22002,,,,,,
22003,805 Tintern Abbott Ct,Nashville,TN,37211,-86.72963,36.043373
22004,1015 2Nd Ave S,Nashville,TN,37210,-86.767395,36.149853
22005,87 Lewis St,Nashville,TN,37210,-86.75808,36.15095
22006,25 Trimble St,Nashville,TN,37210,-86.76102,36.146267
22007,25 Trimble St,Nashville,TN,37210,-86.76102,36.146267
22008,23 Trimble St,Nashville,TN,37210,-86.76113,36.146282
22009,1313 Little Hamilton St,Nashville,TN,37203,-86.765076,36.140186
22010,536 Moore Ave,Nashville,TN,37203,-86.76646,36.1373
22011,608 Moore Ave,Nashville,TN,37203,-86.77018,36.137676
22012,1308 Pillow St,Nashville,TN,37203,-86.76637,36.141075
22013,1308 Pillow St,Nashville,TN,37203,-86.76637,36.141075
22014,1313 Little Hamilton St,Nashville,TN,37203,-86.765076,36.140186
22015,1313 Little Hamilton St,Nashville,TN,37203,-86.765076,36.140186
22016,536 Moore Ave,Nashville,TN,37203,-86.766495,36.137302
22017,536 Moore Ave,Nashville,TN,37203,-86.766495,36.137302
22018,505 Moore Ave,Nashville,TN,37203,-86.764946,36.137127
22019,608 Benton Ave,Nashville,TN,37204,-86.76971,36.13184
22020,2197 Nolensville Pike,Nashville,TN,37211,-86.75284,36.12631
22021,2197 Nolensville Pike,Nashville,TN,37211,-86.75284,36.12631
22022,2197 Nolensville Pike,Nashville,TN,37211,-86.75284,36.12631
22023,2197 Nolensville Pike,Nashville,TN,37211,-86.75284,36.12631
22024,2197 Nolensville Pike,Nashville,TN,37211,-86.75284,36.12631
22025,2197 Nolensville Pike,Nashville,TN,37211,-86.75284,36.12631
22026,2197 Nolensville Pike,Nashville,TN,37211,-86.75284,36.12631
22027,2197 Nolensville Pike,Nashville,TN,37211,-86.75284,36.12631
22028,2197 Nolensville Pike,Nashville,TN,37211,-86.75284,36.12631
22029,2197 Nolensville Pike,Nashville,TN,37211,-86.75284,36.12631
22030,322 Leafland Ave,Nashville,TN,37210,-86.74591,36.127213
22031,1997 Gatlin Dr,Nashville,TN,37210,-86.73648,36.128128
22032,1986 Lavergne Ct,Nashville,TN,37210,-86.73228,36.128315
22033,2703 Rosedale Pl,Nashville,TN,37211,-86.76308,36.124294
22034,525 Rosedale Ave,Nashville,TN,37211,-86.76006,36.12404
22035,343 Valeria St,Nashville,TN,37210,-86.74923,36.121487
22036,200 Lutie St,Nashville,TN,37210,-86.74355,36.117428
22037,227 Joyner Ave,Nashville,TN,37210,-86.744545,36.116356
22038,94 Thompson Ln,Nashville,TN,37211,-86.73493,36.109974
22039,516 Radnor St,Nashville,TN,37211,-86.74619,36.10535
22040,2927 Wingate Ave,Nashville,TN,37211,-86.73476,36.107628
22041,3002 Wingate Ave,Nashville,TN,37211,-86.7347,36.106922
22042,2929 Selena,Nashville,TN,37211,-86.732544,36.107216
22043,2929 Selena,Nashville,TN,37211,-86.732544,36.107216
22044,3200 Harlin Dr,Nashville,TN,37211,-86.74909,36.103863
22045,556 Veritas St,Nashville,TN,37211,-86.7463,36.09827
22046,554 Veritas St,Nashville,TN,37211,-86.74616,36.098255
22047,3110 Wingate Ave,Nashville,TN,37211,-86.7347,36.10437
22048,211 Chilton St,Nashville,TN,37211,-86.73765,36.100533
22049,308 Mccall St,Nashville,TN,37211,-86.7378,36.099476
22050,,,,,,
22051,548 Veritas St,Nashville,TN,37211,-86.745766,36.09821
22052,3702 Tibbs Dr,Nashville,TN,37211,-86.73327,36.09441
22053,3320 Goodland Rd,Nashville,TN,37211,-86.72531,36.097565
22054,3368 Mimosa Dr,Nashville,TN,37211,-86.72061,36.097233
22055,602 Dunston Dr,Nashville,TN,37211,-86.7493,36.083725
22056,4856 Lynn Dr,Nashville,TN,37211,-86.736015,36.082226
22057,320 Welch Rd,Nashville,TN,37211,-86.725044,36.083225
22058,289 Garry Dr,Nashville,TN,37211,-86.71066,36.085445
22059,270 Tampa Dr,Nashville,TN,37211,-86.71137,36.084114
22060,270 Tampa Dr,Nashville,TN,37211,-86.71137,36.084114
22061,270 Tampa Dr,Nashville,TN,37211,-86.71137,36.084114
22062,270 Tampa Dr,Nashville,TN,37211,-86.71137,36.084114
22063,270 Tampa Dr,Nashville,TN,37211,-86.71137,36.084114
22064,3968 Atkins Dr,Nashville,TN,37211,-86.70971,36.088284
22065,3957 Atkins Dr,Nashville,TN,37211,-86.71026,36.08834
22066,3637 Donna Kay Dr,Nashville,TN,37211,-86.7084,36.09006
22067,4720 Reischa Dr,Nashville,TN,37211,-86.70474,36.08841
22068,287 Paragon Mills Rd,Nashville,TN,37211,-86.70998,36.08728
22069,229 Eisenhower Dr,Nashville,TN,37211,-86.704544,36.08516
22070,634 Crieve Rd,Nashville,TN,37220,-86.7665,36.06702
22071,5122 Overton Rd,Nashville,TN,37220,-86.76219,36.061695
22072,505 Landon Dr,Nashville,TN,37220,-86.758896,36.0629
22073,345 Lynn Dr,Nashville,TN,37211,-86.746124,36.081272
22074,4812 E Longdale Dr,Nashville,TN,37211,-86.74457,36.07685
22075,420 Coventry Dr,Nashville,TN,37211,-86.73404,36.07921
22076,523 Harding Pl,Nashville,TN,37211,-86.73435,36.077118
22077,550 Harding Pl,Nashville,TN,37211,-86.737686,36.077175
22078,566 Huntington Pkwy,Nashville,TN,37211,-86.727066,36.047108
22079,5658 Amalie Dr,Nashville,TN,37211,-86.72458,36.048267
22080,512 Hickory Villa Dr,Nashville,TN,37211,-86.72061,36.04601
22081,122 Honey Creek Ln,Nashville,TN,37211,-86.74413,36.037876
22082,201 Highland Villa Cir,Nashville,TN,37211,-86.73994,36.04187
22083,5416 Barton Vale Dr,Nashville,TN,37211,-86.731606,36.039455
22084,3706 Lausanne Dr,Nashville,TN,37211,-86.72128,36.040974
22085,,,,,,
22086,,,,,,
22087,291 Tusculum Rd,Antioch,TN,37013,-86.70485,36.059727
22088,429 Hickory Glade Dr,Antioch,TN,37013,-86.70494,36.060677
22089,606 Hickory Glade Ct,Antioch,TN,37013,-86.70384,36.060368
22090,4045 Darlene Dr,Antioch,TN,37013,-86.69571,36.058853
22091,5100 Colemont Dr,Antioch,TN,37013,-86.70006,36.056835
22092,145 Bart Dr,Antioch,TN,37013,-86.69255,36.057724
22093,4913 Cimarron Way,Antioch,TN,37013,-86.68824,36.059643
22094,249 Bart Dr,Antioch,TN,37013,-86.688126,36.05675
22095,316 Bart Dr,Antioch,TN,37013,-86.6826,36.056572
22096,329 Bart Dr,Antioch,TN,37013,-86.68277,36.056553
22097,708 Yoest Cir,Antioch,TN,37013,-86.68996,36.04894
22098,87 Ocala Dr,Antioch,TN,37013,-86.688995,36.051395
22099,5510 Country Dr,Nashville,TN,37211,-86.70432,36.05044
22100,,,,,,
22101,1003 Brittany Park Dr,Antioch,TN,37013,-86.67921,36.047153
22102,13 Hickory Ct,Antioch,TN,37013,-86.67346,36.04216
22103,24 Sycamore Ct,Antioch,TN,37013,-86.67083,36.043095
22104,517 Bell Trace Ln,Antioch,TN,37013,-86.67189,36.040985
22105,224 Glenstone Cir,Brentwood,TN,37027,-86.77786,36.03468
22106,5353 Fredericksburg Way W,Brentwood,TN,37027,-86.76611,36.03377
22107,641 Old Hickory Blvd,Brentwood,TN,37027,-86.76698,36.040134
22108,119 Carriage Ct,Brentwood,TN,37027,-86.76463,36.036804
22109,117 Carriage Ct,Brentwood,TN,37027,-86.76467,36.036804
22110,115 Carriage Ct,Brentwood,TN,37027,-86.76471,36.0368
22111,1040 Beech Tree Ln,Brentwood,TN,37027,-86.755035,36.026775
22112,105 Portsmouth Cove,Brentwood,TN,37027,-86.75739,36.03147
22113,53 Nickleby Down,Brentwood,TN,37027,-86.7491,36.035477
22114,5944 Abbott Dr,Nashville,TN,37211,-86.73807,36.034546
22115,5925 Woodlands Ave,Nashville,TN,37211,-86.72283,36.035534
22116,1708 Boxwood Dr,Nashville,TN,37211,-86.72147,36.034836
22117,1716 Boxwood Dr,Nashville,TN,37211,-86.72146,36.03488
22118,5920 Woodlands Ave,Nashville,TN,37211,-86.72317,36.036255
22119,1409 Timber Ridge Ct,Nashville,TN,37211,-86.71529,36.034386
22120,317 Red Feather Ln,Brentwood,TN,37027,-86.74652,36.027782
22121,5809 Sterling Oaks Dr,Brentwood,TN,37027,-86.74708,36.033634
22122,303 Paulson Pl,Antioch,TN,37013,-86.70833,36.02998
